,pyruvate,alanine,acetate,succinate,asparagine,leucine,glcnac,no
C1R08,0.045286458169677406,0.30941951640241794,0.7835016702765283,1.2310361386219533,1.1455419673491372,0.21639458789554272,0.47910167181137564,0.6388337541610295
C2M04,0.5468920334345896,0.23390994276646235,0.5918591594653932,1.1277827938729408,0.6438935506317528,0.11884507599007592,3.334272018205484,0.18196341030846377
C2M19,3.2338113861309674,2.735795493244325,1.781592304851162,2.4458847785712865,4.521490819838941,1.6330245430897488,5.267889412693992,2.5719211255612624
C2R07,3.368495727736586,1.8784843442607664,0.5343144713663108,2.3851371786309503,2.903731290059624,1.2000294777437577,3.4324206806108206,2.151956962384038
C2R09,1.129879430589106,0.7338704533552779,1.412056870321478,1.109260465598641,0.6765691255603906,5.248493192732117,1.446109556657801,0.5287018740056206
C2R11,1.7316354300063432,0.19769592583964601,0.8906415183854945,1.4120568703214817,0.4572935557932703,0.12425441669656705,1.103107667802868,0.6942558068764612
C2R13,2.0794357374649746,2.251588419740523,1.7011196250640228,1.162630021841738,1.6526309686518876,0.7791742250192041,1.3484994439015945,0.6822848051665547
C2R21,4.237975978339905,0.9787688734422453,2.018875461312237,3.4484010533130585,1.127939279394119,0.3583519997785433,0.4852552729837371,0.47649707847461514
C3M06,1.3608413075855583,0.07389496314093615,4.783063551120959,1.5278195401783836,1.70111962506399,0.36641017502854367,0.16932208767142995,0.08592966268579635
C3M08,3.019947727545937,1.0882615163628508,1.8160900121836325,4.098996784775804,1.6079662342861272,0.577561881070094,1.181193354256257,0.09304680433950019
C3M10,1.6993379938808595,0.14524562848355685,1.6978269237185348,3.595085347644419,0.842646893338981,0.4912740045698101,0.8284946226101294,0.5152448206042527
C3R10,0.012728715896732521,0.1964025189534482,0.19299805913562476,0.22326265124200373,0.09625535055939095,0.04508337715327396,1.4342935682314342,0.20987863516238278
C3R12,0.7369305203960989,0.21354304706445018,0.20752047509230268,1.778443642335003,0.6645996648790748,0.1818755516001058,4.115779684298553,0.052620917044385616
D2M19,2.3594922551387594,0.33309333289973103,0.4688871596732831,0.25857544532981563,0.7193340057338895,0.67123064479631,0.2234484690551562,0.16333280642571144
D2R04,2.750170535502433,1.6612414606550412,1.5623637898860023,3.195882728980764,2.7355103030415413,0.6712306447962992,0.5160180888289044,0.4293441764506976
D2R18,0.6036961506122293,1.1236125348456574,1.3334278387691672,1.1915317507041336,0.7748789118614884,0.20520248583604284,0.5519906864053893,5.156719428143062
D2R19,0.5237658533163777,0.024175086731717775,1.0427469949893133,1.3413258409374076,0.5804193996683171,1.263298033713638,2.274456456255119,1.2192531538293105
D3M06,1.783278195466796,1.5360393232534664,1.0572260744322666,1.1000709444115995,1.9058438828812747,1.3899347377651274,1.2133688319250375,1.3899347377651252
D3R02,0.33309333289972365,0.5997426745190367,4.105664544795431,1.7270902044180565,0.14027799902773358,1.3756319591782853,0.17414980156908524,0.23661394270976988
E2M05,0.9235945121947918,2.9225349739453588,1.2086342369677296,2.205101981499239,0.3381593226773419,0.8591897961700252,2.1103536544710297,1.3354897206927854
E2M18,3.8221736630045267,0.5069977340717847,0.8753505228321607,3.421948628296583,3.340104365599069,1.904742473793451,3.6370703912059095,0.48207532866464065
E2R12,0.33270174610889836,0.18281152294412184,0.4924853880962799,1.0843445475616744,0.2873217917018471,0.5920673889173523,0.24079723591089705,0.3480905480444658
E3M02,2.6816506846276456,0.46975470861678564,0.7127483213232504,1.8239572893249614,0.4948349017375538,0.35920726600286734,0.7503321783369167,0.5307892587393745
F1R01,0.5405280014426465,0.21655138546542488,0.07213526006205619,0.23035936729673712,0.34681080384412294,0.8397412680298721,1.2748348425906137,0.12735670267589658
F1R02,2.551013548628843,3.2534544944132473,0.4169656804181892,2.9436053897191434,4.683342373887912,0.9538478912447911,4.947915162357726,2.8291596224455686
F1R06,4.536640458557901,0.9548684206500251,2.814034889323284,4.057057272989978,1.2907953331077924,0.5022593705491495,0.6712306447963198,0.19666998056280519
F2M12,0.36430970012084,0.3961430733244455,0.9950911899032888,0.5801445938005788,0.30717499080317257,0.28906275474254917,0.20520248583605782,0.4469395277791923
F2R05,1.20778985251229,1.4388914772070813,1.5730623471831038,1.9700896773386145,1.0137952236050685,1.279365266351816,0.9512746549202307,0.9040748939669765
F2R10,0.12646611313496228,2.4473346374985305,2.0145352414443365,3.6361491928945346,1.3354923566819057,0.8397412680298721,0.5344751564899836,0.6371109980821738
F2R13,0.8370297129757918,0.7357076014381132,2.1371842100183205,2.0903060357416967,1.0457903974349243,0.6977146227829598,0.9791568114272043,0.5778092787769109
F2R14,2.3755656902762734,1.7929203605018886,1.6537801465782804,3.153213220920741,0.20045396618754485,0.21354304706444718,0.17238195110825305,0.4455867025858347
F2R15,4.512138685381488,0.9759762420117719,1.6380707349635946,3.914246036890399,0.36353881548055234,0.7748789118614723,6.236843689446782,0.4520374469834979
F3M06,1.393657815533464,1.3045012386497061,1.6581441271408792,0.9118901086711045,0.9759762420118215,0.437385558058192,0.2808595417877845,0.4142473113050714
F3M07,0.9520080794553589,0.6425880438942317,0.862399585933627,0.7875707148109812,0.15409767595836688,0.09275042276670953,0.4908054322970944,0.27192074063357574
F3M13,1.9214760017225048,1.2086342369677296,1.776075307566003,0.42729191099165215,0.3502411112387237,1.6448217086576173,0.38767309205191336,0.6753762228845146
G1M02,1.3473193182254601,3.308997172173912,0.07791755530123019,0.1487847557148062,0.14027799902773358,1.0667274465116827,6.894101081505848,0.5104497039976377
G1M14,2.544071039116837,2.137468376810518,1.0167134981729846,3.7999717400181217,4.165068372062472,1.2859816330412024,4.1006183997189956,2.5815906662155865
G1M15,1.7011196250640421,0.3468108038441105,0.7060284351607402,2.6315616066110135,0.2646275641808492,2.8679013320975075,4.23062129938926,0.35120658230971424
G2M01,3.2896778303448664,4.102026846698063,2.0546205933146133,2.294823351957137,3.800083359967163,2.1414503202441892,5.3060465935980226,3.796631304434538
G2M05,2.3973842115779966,1.4187156858224514,1.8441229956622833,1.6598716482841636,0.7611812471368021,0.5069977340717734,3.7869590021897497,1.7262594431478138
G2M07,0.8238253828881801,0.6185939035504114,1.7011196250640286,2.0794357374649732,0.3988534443575493,0.24902512776447788,1.2219409831592756,1.2886130144642087
G2R07,0.6443028663613896,0.7674702696098429,1.661213106009303,1.6568986656710074,0.6425880438942493,0.21725958575343432,0.39271094299642656,0.17472862365562247
G2R13,0.9010494947675616,0.663257150626808,1.472724466000889,1.6950379325035863,0.43337582393676516,1.6600466456608072,0.8603447198035357,0.7840693404263088
G2R14,2.038176945575116,1.6448217086576173,1.175458578391147,2.116066221166742,0.653693933858776,1.3484994439015612,0.8841606692146179,0.447117919003089
G3M07,4.206666108094999,4.875444305501959,3.3190381688958848,4.368733290130473,5.163475731104261,2.7805664071451424,5.033631294574152,4.255091573326762
G3M13,2.379254054817619,1.7423997055250144,2.2129551372750287,2.1720579314066844,0.9759762420118013,1.8782714577310105,2.559683368799568,0.7451231163480082
