Unnamed: 0,MB,glutamate,pyruvate,alanine,acetate,succinate,asparagine,leucine,glcnac,no
D2M19,,,3.821580308855799,,,,,,,
D2R04,,5.302193265818736,3.637899493666248,3.953920531557161,3.8985151169980017,4.89338666103844,,,,
D2R18,,,,,,2.131162391545069,,,,
D2R19,,,,,,,,,,
D3M06,,,,,,,,,,
D3R02,8.510247975098581,,,,,,,,,
E2M05,,,,,,,,,,
E2M18,9.649120509802156,2.957381624034669,5.61358387049608,,,6.395745598830433,3.6792406468945633,,6.339868319174298,
E2R12,,,,,,,,,,
E3M02,,1.988086821232804,3.1259390711445296,,2.7486788529895625,3.5341391516778504,,,,
F1R01,7.936730008042451,,,,,,,,,
F1R02,9.897845704185116,,4.21208158459874,,,5.135358598069892,,,5.271176253308956,
F1R06,10.265970887549155,4.95093348495178,5.7108534003948135,,4.879990180335589,7.113974244562506,,,,
F2M12,,,,,,,,,,
F2R05,4.889503545161712,2.911021052794947,2.7909195888889764,3.020714854269785,3.7830469410850016,4.067738311462759,2.6065301176975124,,,
F2R10,,5.179389080323314,,7.699974278491988,,5.4666403550826645,,,,
F2R13,4.52620485693365,3.181067167156507,2.00777354083521,2.410708828840016,3.769713581328831,4.415835037924112,1.865104446148246,,,
F2R14,,4.864760972829114,4.04032739029356,3.179511306006249,3.612213025209084,4.9245841881946015,,,,
F2R15,12.10566032362352,5.838903243764513,6.265488586712454,,,6.186110804669946,,,8.344492201182657,
F3M06,10.59515633176786,,3.1690054543324804,,3.899101172781135,,,,,
F3M07,8.41167828390099,,,,,,,,,
F3M13,8.630548423505665,3.635146118554743,4.615678398861846,,4.29132627991946,,,,,
G1M02,,,1.7540643022465543,,,,,,6.403997903880253,
G1M14,7.35235287707365,,3.472473590217619,3.054739793050191,,2.783868925957432,,,4.753793865216323,
G1M15,9.766351995836224,2.569530189823644,3.2662523874110585,,,4.476219764948938,,,5.318105599905108,
G2M01,6.205120728242872,,4.185586438253854,,,,,,4.90001405092058,
G2M05,11.559345621256451,2.577847245611408,,,,3.544184289479,,,9.603897561909104,
G2M07,,,,,,,,,,
G2R07,5.885909774045248,,,,,,,,,
G2R13,4.706773246688622,3.5661623745598923,3.564382459282087,2.746475068668979,3.7008203667110378,4.325701598595696,2.210730333945319,,,
G2R14,4.720736331843083,3.55901965507871,2.6588425147335077,3.118121373105541,3.494947209320124,5.223495813057551,3.970101152720196,,,
G3M07,11.60191209251296,,4.3318468384094,3.836569873108808,5.586919697353963,8.523957536762929,,,6.873962215241786,
G3M13,5.612123750826436,,4.2240371866226765,2.55239989756428,3.9273822515588472,,,,8.225310161830143,
