Unnamed: 0,MB,glutamate,glcnac,pyruvate,alanine,acetate,succinate,asparagine,leucine,no
C3M08,,7.008884549568773,,6.67443881604047,2.0514432688416964,4.386372107817143,8.341573330070013,,,
C3M10,,11.948282194025078,,,,3.495065861037018,6.86686385101109,,,
C3R10,,,,3.697525989808542,3.3212820205003024,,5.012607789634125,,,
C3R12,6.033184185659577,9.57014718530829,3.674704763198698,3.636441615377676,4.290264029921162,,5.892868048448653,,,
D2M19,,,,,1.9105000101723328,,,,,7.998338994498234
D2R04,,15.020835527510458,,,4.389025791823458,,9.312107352558307,,,10.428752010764992
D2R18,,,,3.2555944331446347,,,4.014375121532519,,,
D2R19,,,,3.482327234786773,,,4.833186077917806,,,10.16450605972659
D3M06,,,,,,,,,,
D3R02,,,,,,,,,,
E2M05,,,,,4.247354152485372,2.849132641224742,2.9676166078851067,,,
E2M18,1.4460504622584762,9.62237841400938,10.431075470211525,9.304496501986767,2.066613891797236,,8.078898295498073,,,
E2R12,,,,,1.832858021964754,,,,,
E3M02,10.064236369913209,,,,5.05202558545425,3.665182245712809,7.693688587824595,,,
F1R01,,,,5.72874620165007,3.798210765394644,6.869049056909349,6.543941862834426,,,
F1R02,,,,,,,5.510527683135409,,,
F1R06,,14.458370626508229,,6.010601469493684,,6.041867649984642,11.361909545964904,,,
F2M12,,,,3.540719303009735,,,7.142758292150918,,,
F2R05,10.931497524832398,12.062533666544144,,,,,9.087775818093506,,,12.842562547014085
F2R10,,11.936785710667923,,,,,7.090943530674777,,,
F2R13,9.636536894697857,10.686449569833146,,,,,,,,
F2R14,,13.597804934892435,,,4.584773691553507,,6.124413716924819,,,
F2R15,,17.02110299522411,14.42051409793034,3.9525183049260337,,,3.851972199752765,,,
F3M06,,,,,,,,,,
F3M07,11.950475442532634,,,,,,,,,
F3M13,,,,8.33051187291955,2.7661196798227365,,,,,
G1M02,,,8.699154698604094,,,,,,,
G1M14,11.86188998208726,,,,,,2.8279696555768883,,,
G1M15,,5.064495433954497,,,,,,,,
G2M01,12.919760031451627,,,2.4214611465512,,3.533073243119934,3.942245362945087,,,
G2M05,12.19226335535259,,,3.4066781520315708,,,,,,
G2M07,,,,,,,,,,
G2R07,,7.873074316242479,,,,,,,,
G2R13,9.429199928611704,11.118985234326535,,,4.071518901697489,,7.286041962310781,,,
G2R14,8.965708818224432,10.22908880234955,,,,,,,,
G3M07,13.096493959776792,,,,,,3.7823125208898873,,,
G3M13,14.27191751450052,,,,,,,,,
