Unnamed: 0,MB,glutamate,pyruvate,alanine,acetate,succinate,asparagine,leucine,glcnac,no
1A01,9.854594478211096,,,1.854775496408598,,,,,6.299123754814397,
3B05,4.793088743402737,,,,,5.873080051421154,,,,2.055491551725692
3C02,11.43021585926208,,,,,,,,7.857350654162277,
3D04,7.53425727481328,,,,,,,,,
3D05,10.04679195476844,,,,2.154989937772448,,,,,
3F01,12.076940297790006,,,,,,,,,
4A10,,,,,,,,,,
4B03,7.835522098179748,1.166643128118327,,,,,,,,
4B04,8.659051601149859,,,,,,,,7.338950775275692,
4D01,9.451241708531622,,,,,,,,,
4D10,,,,,,,,,,
4E07,,,,,,2.726138068606143,,,,0.5287375767905769
4F10,,,,,,,,,,
4G03,12.147152667608928,,,,,,,,7.659390156384442,
4G09,9.169458304873263,,1.8173312277972125,,1.7482735706650054,,,,,
4H09,5.282279842515474,,,,,,,,,
5C01,,,,,,,,,,
5D01,,,,,,,1.1729471591797629,,,
5F01,,,,,,,3.5883755500790238,,,
5F06,3.9076163510289623,,,,,,,,,0.3989496784409777
5G01,5.891401057181834,,6.588327135147897,4.631413691532629,3.203799171087358,,,,,
6C01,6.714053483663549,,,,,,,,,
6D02,,,,,,,,,,
6D03,8.759244411095116,,,,2.570130536586848,,,,7.998325718243082,
6E01,7.535682954837427,,,,,,,,5.96681267995289,
6E02,9.513830748562643,,,,,,,,5.749456477403584,
6E03,8.601030254962174,,2.6939663586277818,,2.115975876068009,,,,4.100131182376963,
6G02,,,,,,,,,,
A1R05,6.571976701787893,,,1.3882575122468446,,,,,,
A1R06,14.329432528208477,,,,3.083659439826246,,,,,
A1R11,14.440258612329725,,,,3.4047361764112494,5.823330507690958,,,,
A2R01,7.323582792607965,3.798788030009709,,,,,,,,
A2R07,3.429633155499674,,,,,,3.228608601466775,1.9199505060671915,,
A2R16,5.303461787479065,,,,,,,,0.3582692156902451,
A3M17,,1.8879948554459125,,2.075713208873942,,2.120815458826501,,,1.4501034219462845,
A3R04,6.612908666936376,,,,,,,,2.540276322864274,
A3R06,4.936293899453039,,,,,,,2.0665362520627366,,
B1R08,5.617686755146985,,,,2.4769351630662717,3.101733456767336,,,,
B1R10,6.721795834020245,,,,,,,,,
B1R15,,,,,,,,,,
B2M13,7.902383393230918,,,4.775176128931094,,,,,,
B2M14,,,,,1.783126012151823,,,,,
B2R04,5.520975938627576,,,,,,,,,
B2R09,4.457889417194523,,,,,2.544656963138315,1.7633793570189042,,,
B2R22,,2.7667583237774123,,,,1.7313099814129826,,,,
B3M03,3.0433754706977125,2.140752010322032,,,,,,,,
B3M18,4.3521903677021125,,,1.9519415944230911,2.3417763240319887,,,,,
B3R09,5.577656580223065,,,,2.5025811092440904,,,,,
B3R10,5.950686192515788,,1.9408286119639169,,,,,,,
B3R15,,,,,,,,,,
C1R08,,,,,,1.917385158733137,,,,
C2M04,,,,,,,,,,
C2M19,,,,2.3249890089953547,,,,,,
C2R07,,,,,,,,,,
C2R09,5.078315724560852,,,2.4666391910669243,2.204979787924884,,,,,
C2R11,8.262703673234856,,,,,,,,,
C2R13,,,,,2.034517048155235,,,,,
C2R21,13.451996244240288,,,,,,,,,
C3M06,,,3.2602596804430752,,,,,,,
C3M08,10.829558398466586,,,2.3723371150953345,,,,,,
C3M10,15.597125228953429,,,,,,,,,
C3R10,3.172200761792055,,,,,,,,,
C3R12,8.413080338473433,,1.274317139405084,,1.7585914773280265,,,,5.825912433647551,
D2M19,7.918146054337578,,,,,,,,,
D2R04,5.480883158380512,,3.5788453434567744,,,,,,,
D2R18,4.110177324609401,,,,3.365924078758459,2.0024921872755743,,,,
D2R19,,,,,2.461115324734443,2.691123864008352,,,,
D3M06,4.881839031014737,,,2.8290312477072685,,1.7101548002879314,,,,
D3R02,,,,,,2.7530522980711214,,,,
E2M05,,,,,,,,,,
E2M18,9.64870805425652,,,,,,,,6.15965161280602,
E2R12,5.154456160678943,,,,5.359583325632931,,,,,
E3M02,4.176498141608411,1.8509162207659295,,,,,,,,
F1R01,7.936608067868176,0.1954012275556002,,,,,,0.349333211947714,,
F1R02,9.897413745348048,,2.9582077421868656,2.591897533007267,2.102718037826939,,,,5.264394208865151,
F1R06,10.264848498279465,,,,,5.873699682854946,,,,
F2M12,,,,,,,,,,0.3232281286306667
F2R05,4.887091399186239,,,,,,,,,0.2945517741048086
F2R10,7.625470210028625,,,,4.476322685762099,,,,,0.2105170579555194
F2R13,4.523908859926895,,,,,,,,,
F2R14,4.52362806979747,,,,,,,,,
F2R15,12.10546130296958,,,,2.059161216336751,,,,8.34931025111125,
F3M06,,,,1.8635531719688745,,,3.136915036170377,,0.2410851627284004,
F3M07,8.409936851878264,,1.9104495867174036,,,,,,,
F3M13,8.630548423505665,,,1.741533437583764,,,,,,
G1M02,5.830836235173688,,,,,,,,6.194490011757838,
G1M14,7.35189006231358,,,,1.606504087643,,,,,
G1M15,9.766196029756449,,,,1.8942169257649035,,,,,
G2M01,6.207559586514988,0.755057287280949,,,,,,,,
G2M05,11.55871970406289,,,,,,,,,
G2M07,,,,,,,,,,
G2R07,,,0.6592858245504932,,,,,,,
G2R13,4.705375098924559,,,,,3.269721574142691,,1.891651126025688,,
G2R14,4.6209416013348585,,,,,,,2.658752565935671,,
G3M07,11.60175101439529,,,3.795272242306762,,,,,6.87696483640604,
G3M13,5.610801333971846,2.6546080203262283,,,,,,,,
