,pyruvate,alanine,acetate,succinate,asparagine,leucine,glcnac,no
B2M13,4.873514385319766,4.797574340504274,,5.239798927696296,4.375310754601585,,,
B2M14,,7.231000046125462,,7.661558131436414,,,,
B2R04,3.1744477469944132,3.2190259348604573,,3.4784896834633097,,1.999102817472479,6.516610880180917,
B2R09,,,,,,,,
B2R22,,,,,,,,
B3M03,3.9512554048600994,,,3.5299898954106497,,,,
B3M18,,,,3.660263482725791,,,,
B3R09,4.129286076340334,4.2220060559508275,,,2.9379926238448846,3.8110000427899413,,
B3R10,,,,,,,9.97153689324847,
B3R15,,,,,,,11.412386528927316,
C1R08,,,,,,,,
C2M04,,,,,,,11.128006334352483,
C2M19,4.0740517755417,,,4.267393706095708,,,3.9674700054703984,
C2R07,3.90219958495992,7.919816260675013,,4.1617564453284555,,,8.909989256447094,
C2R09,3.1687368764753736,2.585627354827336,,,,,,
C2R11,,,,,,,,
C2R13,3.662119751876256,,,,4.408806137078726,,,
C2R21,5.28339771827623,,,4.970280783563453,,,,
C3M06,3.345133016834142,,4.5350354708529945,3.483645228703583,,,,
C3M08,5.40502966133446,,3.8320713436631553,4.381886934180661,,,,
C3M10,4.680382655733252,,2.454286688149587,4.03234009833109,,,,
C3R10,,,,,,,,
C3R12,,,,4.205976470753147,,,5.824543845069999,
D2M19,3.821580308855799,,,,,,,
D2R04,3.6378994936662483,3.953920531557161,3.8985151169980017,4.89338666103844,,,,
D2R18,,,,2.1311623915450695,,,,
D2R19,,,,,,,,
D3M06,,,,,,,,
D3R02,,,,,,,,
E2M05,,,,,,,,
E2M18,5.61358387049608,,,6.395745598830433,3.6792406468945633,,6.339868319174298,
E2R12,,,,,,,,
E3M02,3.1259390711445296,,2.7486788529895625,3.5341391516778504,,,,
F1R01,,,,,,,,
F1R02,4.21208158459874,,,5.1353585980698915,,,5.271176253308956,
F1R06,5.7108534003948135,,4.879990180335589,7.113974244562506,,,,
F2M12,,,,,,,,
F2R05,2.7909195888889764,3.020714854269785,3.7830469410850016,4.067738311462759,2.6065301176975124,,,
F2R10,,7.699974278491988,,5.4666403550826645,,,,
F2R13,2.00777354083521,2.4107088288400154,3.769713581328831,4.415835037924112,1.865104446148246,,,
F2R14,4.04032739029356,3.179511306006249,3.6122130252090843,4.9245841881946015,,,,
F2R15,6.265488586712454,,,6.186110804669946,,,8.344492201182657,
F3M06,3.1690054543324804,,3.899101172781135,,,,,
F3M07,,,,,,,,
F3M13,4.615678398861846,,4.29132627991946,,,,,
G1M02,1.7540643022465545,,,,,,6.403997903880253,
G1M14,3.472473590217619,3.054739793050191,,2.7838689259574316,,,4.753793865216323,
G1M15,3.2662523874110585,,,4.476219764948938,,,5.318105599905108,
G2M01,4.185586438253854,,,,,,4.90001405092058,
G2M05,,,,3.544184289479,,,9.603897561909104,
G2M07,,,,,,,,
G2R07,,,,,,,,
G2R13,3.564382459282087,2.746475068668979,3.7008203667110378,4.325701598595696,2.210730333945319,,,
G2R14,2.6588425147335073,3.118121373105541,3.4949472093201237,5.223495813057551,3.9701011527201957,,,
G3M07,4.3318468384094,3.836569873108808,5.586919697353963,8.523957536762929,,,6.873962215241786,
G3M13,4.2240371866226765,2.5523998975642797,3.9273822515588472,,,,8.225310161830143,
