 ,Area,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,2.154,2.469,745.667,430.333,35.952,1.056
2,1.876,2.512,825.500,247.000,140.323,0.942
3,1.633,2.241,1005.667,279.000,48.576,0.930
4,1.372,2.020,995.333,256.333,123.690,0.852
5,1.668,2.404,555.333,278.500,102.131,1.111
6,1.633,2.155,532.500,262.000,60.038,0.973
7,1.529,1.891,630.000,176.083,16.540,0.948
8,1.581,2.505,430.500,730.500,138.200,0.922
9,1.755,2.595,215.750,734.750,162.255,0.976
10,2.085,2.486,119.000,825.250,13.023,1.053
11,2.154,2.999,892.750,762.000,77.949,0.869
12,1.164,2.146,773.875,833.125,7.943,0.798
13,1.355,1.992,212.500,278.333,83.032,0.849
14,0.886,1.736,179.000,197.500,128.320,0.668
15,1.511,2.408,207.000,76.500,141.667,0.851
