Unnamed: 0,MB,glutamate,glcnac,pyruvate,alanine,acetate,succinate,asparagine,leucine,no
6G02,0.529068264142553,,,,,,,,,
A1R05,,,3.411679606630106,,,,,,,2.7621298798136897
A1R06,7.159189915646784,3.862930257059013,,4.010913416613363,,3.257660169907584,4.392520896123444,,0.8943265786716388,
A1R11,7.546651074382026,0.3080188807747163,,3.645985070364948,,2.7684504932042246,3.9904942457195336,2.1980531374469416,,
A2R01,5.2096500081117165,2.8991796280292434,1.3269291177088258,1.891179054731267,2.8864341715152486,,,1.7300311610347892,,
A2R07,2.960975243293157,,,2.9988453646572912,,,2.996714155574236,,,0.6073631272003989
A2R16,3.3198210039930824,,1.751945632708641,2.865695431564886,2.5821758215008157,3.268562719810848,3.52068472971076,3.5685956869224182,2.9321654198627964,1.9367664450305213
A3M17,,,0.6711525493169841,,,,0.3781979423294745,,,0.2552806215640755
A3R04,,3.675804756969368,,,,,,,,1.9712474561693196
A3R06,1.9153386364720124,0.7330358157920855,,0.0163673279121252,0.0037956027691533,,,,,4.129023139887625
B1R08,4.259407936125526,1.9574304342870843,175.05367004386844,2.147618171841796,1.404042626493691,,,1.8445472605285136,,
B1R10,8.151062342586652,,,,,,0.7362856879744724,0.3034737046116479,,
B1R15,5.378804238620832,,,,,,,0.7192503135866423,0.8168490697270286,2.283673030072141
B2M13,,2.4435284890507774,,2.559519572771708,2.419689455257448,,,1.9839769138098025,,
B2M14,2.9937807903969227,1.992559527943867,,0.2695263672830214,,,,1.9249872364704836,,
B2R04,2.8415757100715764,,,,,,,,,
B2R09,2.448752207923504,,,1.253275042406334,,,,,,
B2R22,,,,,,,,,1.1215592107939567,
B3M03,,,2.1764802314365013,,,,,,,
B3M18,2.0441713090135334,1.877209414767005,,,,,,,,
B3R09,2.836623530268757,,1.4507152081096648,,1.0921477504685049,,,,,2.827325578711425
B3R10,4.909577850363021,,2.9376831579146083,0.0077270660173766,3.0583366945942125,,0.1393665039969499,0.2676378100514576,0.4647538073201783,0.3874362604568119
B3R15,6.229830794020133,,3.3683923920589125,,3.650259552124583,0.156125211426146,,0.4687406990089017,0.5286815270576088,0.3870893263542103
C1R08,2.271540535347849,1.868839857632976,0.4790459299065796,3.364714775627732,3.2838043957820515,1.1537210135726332,,1.1455670322675775,,
C2M04,3.027535024420061,,3.474303844102458,,,,,,,0.7350105152989425
C2M19,,3.0467349104954806,5.267276511075376,3.2498434412673163,2.7349409455833964,,2.4451207868469003,,1.6328696635035955,2.5711177653732
C2R07,,2.724168702827072,3.395533322284175,3.339436742107888,1.8785254462528609,,2.384392161906556,2.9028242863058678,1.2000805700046513,2.151752866122804
C2R09,3.06345014287526,,,,,,,,,
C2R11,3.8007059443070745,,,,0.2524721181016505,,,0.4572403511910967,0.415703618756278,
C2R13,,,1.3483425504235578,2.108877585289793,2.251637685399676,,,,,
C2R21,7.2665331152059265,1.5445497291675736,,4.239850635953462,,2.017884927353872,3.447323917590981,,,
C3M06,1.8595278106291344,,1.7153592555052255,,2.549474762734155,,,,,1.426198278868972
C3M08,8.025250985063552,2.5456910482801702,,2.983303048348462,4.6001481196547225,1.6026345791838088,3.9645363651729113,,,3.039384756902123
C3M10,7.512016651586127,1.7941341178846053,1.6951374315374883,4.436052714749926,3.8397402382034937,1.5604832783881717,3.5730674788773,,0.5148252966373613,1.6537859924010956
C3R10,0.3524984385208108,,,3.0283990279796944,,,0.2223568285378072,1.8308569871658904,2.386325195107518,0.6510350872437929
C3R12,5.714887645775254,,4.034310544945545,,0.4158665110321612,0.81418465487043,,,0.1811465029716631,1.544661056986121
D2M19,2.999029848879911,1.3628219292035026,2.6552643477760345,,,,0.257762306643624,0.7192503135866423,,2.973898053619493
D2R04,3.886432139623535,3.280505535088392,,2.695426373846237,1.7239756872609076,1.3235004662087846,3.2560354357166754,,,2.7688795317422112
D2R18,2.78235953824029,,1.2692187452332993,,,,,,0.3633909769474975,
D2R19,2.443067469485125,,,0.0020036370740613,1.4748057342869068,,,,,
D3M06,3.482411921375197,2.878496301739276,,2.768013829868763,,,,2.923478098716576,,
D3R02,4.650412423768252,1.194812403539438,0.775163191625179,,5.478696340178502,,,,,2.0679264755076887
E2M05,2.688709589266748,3.072059903763531,,,2.87030573723887,,,,,
E2M18,5.578881729671917,,0.5023042639899872,3.837202894198169,,,3.3800229780576694,3.3931782505255303,,1.589347846495609
E2R12,3.560529930528629,,3.0393664977072445,,2.9509383987910023,,,0.2871756068861337,0.5919985038226631,2.9329803341945704
E3M02,,,2.158214007950305,,,,1.7556252272369988,,,1.1232764838651832
F1R01,7.313174209963441,,,,0.6085114224387054,0.5506465158375006,0.2304170409669043,0.3467704535470013,0.8396435668934119,1.241234554255605
F1R02,5.547303178661538,3.102800231126385,4.850035455405369,2.55465152375048,3.258074489813356,0.0012454229195498,2.9426859309706,4.685414038164206,,2.828891298816669
F1R06,9.150975639405836,3.0677259377062427,0.6711525493170064,4.505575801160901,,2.795481372654631,,,,0.1968641005227408
F2M12,0.8388627754793966,,0.4161532779169273,0.3641944746365552,0.3974607121962381,,,0.3071749874366585,,0.4471140801976132
F2R05,2.8350293369288453,4.043402949818214,,,1.418322917926569,4.009453580439883,,,,
F2R10,6.476192711772117,2.9422900857636853,,,2.4933873299317626,1.2606203165164127,3.635013412535492,,,
F2R13,2.613129016976909,,,,,0.0502011452809089,3.199184162279037,,,
F2R14,4.058714729576808,0.2507306237364282,2.538822016101032,1.9089323672714356,1.6759849223229193,1.6461946030996435,3.1487734969935124,1.0603033516770983,0.6073001529235017,2.714957605761461
F2R15,6.986244263880227,2.604183637382424,0.5428910078982249,4.513206843837174,,,3.793571994000804,,,0.4705775916977145
F3M06,0.0834657570294849,,0.9943303908326636,,,1.796710486867275,,,,0.775163191625179
F3M07,6.98038143536776,,,,2.24312856464962,0.8621302085072903,0.9252344596954576,1.498484436366964,0.3090955371382444,1.2690764535345884
F3M13,6.07327326852502,,1.1835107711853183,2.699167536785024,,1.834051997464434,,0.6514093596835773,1.6446303390580372,0.6755361046775027
G1M02,,,7.311368457737721,,,0.6070577319831953,0.7350105152989425,0.81418465487043,,0.5106755000919926
G1M14,0.3646334784722934,3.46998826054111,3.754515240821566,2.672436109139492,2.202432233946811,,,4.1669107791866695,,2.6236199127690893
G1M15,3.290565215992181,,7.991623361013079,,0.6049749433617333,,2.5534349018393825,0.8890769661770725,,
G2M01,5.2380018871463925,48.47681844477507,0.1993855291544842,3.268910306681119,4.103841367568049,2.0539788160960866,2.294106545480734,3.811583252828712,2.1412472204556585,
G2M05,0.4816151177218824,,0.5524116912539795,,,,,,,
G2M07,,,,,2.03580721529622,,,,,
G2R07,3.181767312919971,,,,,,,,0.6061393842656333,3.067583757469595
G2R13,2.074541500965632,1.4996184722325168,,,,1.4958228233685074,1.6923543128214462,,,
G2R14,3.560881591167631,0.0212571570389694,,3.099381987507995,,1.8936957108642212,2.082151848119912,,,
G3M07,3.615549980247233,2.839122842400144,0.1043441934934568,4.295227591481362,4.877600945566347,3.2744667228486986,4.283908814057919,,2.7806272470551647,4.256973801979092
G3M13,8.568774671083208,,2.302287922432697,2.400690889983076,,2.081913467816573,,,,
