Unnamed: 0,MB,glutamate,glcnac,pyruvate,alanine,acetate,succinate,asparagine,leucine,no
1A01,4.986023663477108,2.676624186400489,5.685178204467188,2.766472844460189,,1.0277096045630167,,0.6518514766051589,,
3B05,3.110492555095813,2.84352697179974,3.2997797208935333,0.1509159709866434,2.5846988808566147,2.316542002382358,3.0106070803458844,2.439146712753588,2.1182728190341367,2.4079205309415475
3C02,0.8117881729724513,2.9934242519830376,6.713459200023104,2.460664296305166,,0.1496757086637186,2.78815095231322,0.8637499824586219,,0.182367455270201
3D04,4.30439914820558,,0.4457214921833936,,0.0035077273431452,1.791683415612196,,,0.6010259116377749,0.3498908629788565
3D05,0.7229362006095645,,0.2810886073731888,2.3178296375533174,0.5607434761696233,,3.55908934113208,,0.3632245826150173,0.2531575793694332
3F01,8.712866602360739,,0.4147043994183644,2.3377113105058838,,,3.8245133662154656,,,0.3007005652398509
4A10,,,,,,,,,,
4B03,5.985114781803871,1.8264213129139424,,,1.3224752013865853,,,,,
4B04,5.7070415471782034,4.047937685536153,7.253389997052577,4.217328154167018,,,3.2704030598068274,,,
4D01,7.161154485049519,3.4063030117100133,3.43063058576776,3.289039166606615,,,,,,
4D10,2.749372135593731,2.7475718561927853,,,3.3071346893677145,,,,,
4E07,2.388993916364881,,,,,,,,,
4F10,1.988089872630467,,,,,,,,,
4G03,5.706283833656713,0.2311309255456785,6.144143827914173,2.393673962167634,3.39167543516504,,3.18643863233524,0.7024684014667764,,0.8890769661770725
4G09,6.449428957824717,1.9298401222951291,2.022048028293012,4.177029505947172,0.309610169172264,,0.4670181916905619,0.5151516604810661,0.2524721181016505,0.212204438074447
4H09,3.647115353286758,,2.515283054589304,2.6528843078828563,3.3608188241010244,2.51332516575807,4.265812408503096,3.196310316002718,2.798503942100478,2.8919493019428413
5C01,2.3932937595379933,,,,,,,,,
5D01,2.1012304041729903,,,,,,,,,
5F01,2.350742843952745,0.5766368720562555,,,,,205.42403599423875,,,
5F06,1.82021676969917,,1.5588938804800545,,,,,,,0.4123603370805476
5G01,6.057613739616984,3.2133431861878266,,1.8808084849438076,2.7690597847596155,2.38311666183804,3.0744857675307884,3.456701783939961,2.6280992772434177,
6C01,4.823360862725709,,,,,1.945842275223868,,,0.9163805995926504,
6D02,,,,,,,,,,
6D03,4.363115917634824,0.2267287285795641,3.1902828660157034,2.76387518678896,3.5094656262230437,,55.67038855365123,,,0.5618056343196799
6E01,3.558480936847624,1.918143746500488,2.5346466140840684,2.8394653284008395,,1.0603033516770983,,,2.035897792287436,1.1835107711853183
6E02,0.3582031580615117,3.1131721423442684,6.758502196201654,4.365160104613253,0.3635146943871558,0.2427770726962494,2.8373460067037977,,,0.6921609547871173
6E03,4.85586866080713,2.959559019110267,4.616504599066174,,,,2.8894186446806813,,,0.4251960690875864
