Unnamed: 0,MB,glutamate,glcnac,pyruvate,alanine,acetate,succinate,asparagine,leucine,no
1A01,0.0055358865699995,,12.889608059742637,0.1159702429539874,,,2.965586285497232,,,
3B05,,,,4.778447010185576,6.653115472105412,,,,,
3C02,9.869373833386142,,6.136342080511745,,,,,,,
3D04,,,,3.674363873730967,3.217145122398445,4.933082362483168,,,,
3D05,11.792924512401024,,,2.625823025611431,,,4.4758642865418,,,
3F01,13.389236992220887,,7.339534241091717,,,2.8997256451053417,4.792288792215738,,,
4A10,,,,,,,,,,
4B03,2.628697750580077e-05,,,3.2306369768702505,0.2271406475169937,4.386790603654152,0.0155272322681457,,,
4B04,11.003016570613728,,7.456566279024448,0.1246861833160215,,,2.942332494101665,,,
4D01,,,7.086332273217653,2.523583875456228,,2.705843644541985,,,,
4D10,,,,,4.376149203583613,,3.033581452852089,,,
4E07,,,,2.9255253033934543,,0.117945044343217,4.7037320452701,,,
4F10,10.176535569508127,,,0.2937992454693859,3.9680155590099098,3.915197572252071,0.0942111239183944,,,
4G03,10.54903649836344,,3.4421520322158554,,,,,,,
4G09,,,3.034851751300492,,,2.438947416041209,,,,
4H09,,,,4.090182417062954,8.233037173467439,5.655034266704326,9.372433515080264,,,
5C01,,,,,,2.784420896642593,,,,
5D01,12.130045346081532,,,3.346606826449646,4.646706751568156,2.5794429160321624,4.308767105847834,,,
5F01,13.00692127271163,,,3.3487676270805857,5.148059975160424,0.0762921983646863,0.076034817190018,,,
5F06,,,,4.056117004480655,4.624232418874379,0.0512399773018348,2.7955402169097865,,,
5G01,,,,0.1787637230216941,7.322905887799015,5.370505421957318,8.515571458378789,,,
6C01,8.37419242961259,,,3.800843975632422,1.8462960334151948,9.05756091019212,,,,
6D02,,,,,,,,,,
6D03,,12.512500562167125,13.461361318591267,6.796619522211425,0.2813583380501082,2.6391570345332034,7.785623871514931,,,
6E01,9.10642476510628,,1.3434136653415036,5.788971912007225,3.9127859793418422,3.635413941605989,0.239199443723382,,,
6E02,,,8.051344113803205,6.30084170852042,,,3.0307464915267697,,,
6E03,9.823735680566408,,4.207571066396183,3.1417036189555003,,,2.69870015389188,,,
6G02,,,,,,,,,,
